ID	LENGTH	OVERLAP	ERROR	PVALUE
ERR346600.9411	395	107	0.0093	1.1102e-16
ERR346600.9412	398	104	0.0000	1.1102e-16
ERR346600.9413	401	101	0.0099	1.1102e-16
ERR346600.9414	403	99	0.0606	1.1102e-16
ERR346600.9416	410	92	0.0217	1.1102e-16
ERR346600.9418	389	113	0.0177	1.1102e-16
ERR346600.9417	274	228	0.6491	3.4882e-04
ERR346600.9415	394	108	0.0000	1.1102e-16
ERR346600.9419	410	92	0.0109	1.1102e-16
ERR346600.9420	398	104	0.0000	1.1102e-16
ERR346600.9421	392	110	0.0182	1.1102e-16
ERR346600.9422	398	104	0.0000	1.1102e-16
ERR346600.9423	395	107	0.0000	1.1102e-16
ERR346600.9424	404	98	0.0102	1.1102e-16
ERR346600.9425	395	107	0.1028	1.1102e-16
ERR346600.9426	404	98	0.0000	1.1102e-16
ERR346600.9427	398	104	0.0385	1.1102e-16
ERR346600.9428	398	104	0.0000	1.1102e-16
ERR346600.9430	401	101	0.0099	1.1102e-16
ERR346600.9431	392	110	0.0182	1.1102e-16
ERR346600.9433	386	116	0.0000	1.1102e-16
ERR346600.9434	386	116	0.0000	1.1102e-16
ERR346600.9429	386	116	0.0000	1.1102e-16
ERR346600.9432	401	101	0.0000	1.1102e-16
ERR346600.9436	416	86	0.0116	1.1102e-16
ERR346600.9437	395	107	0.0093	1.1102e-16
ERR346600.9435	400	102	0.0000	1.1102e-16
ERR346600.9438	410	92	0.0326	1.1102e-16
ERR346600.9440	389	113	0.0088	1.1102e-16
ERR346600.9439	398	104	0.0096	1.1102e-16
ERR346600.9442	394	108	0.0000	1.1102e-16
ERR346600.9441	383	119	0.0084	1.1102e-16
ERR346600.9445	404	98	0.0000	1.1102e-16
ERR346600.9443	392	110	0.0000	1.1102e-16
ERR346600.9444	401	101	0.0000	1.1102e-16
ERR346600.9447	388	114	0.0088	1.1102e-16
ERR346600.9446	400	102	0.0196	1.1102e-16
ERR346600.9448	407	95	0.0105	1.1102e-16
ERR346600.9449	416	86	0.5698	1.4053e-04
ERR346600.9450	389	113	0.0000	1.1102e-16
ERR346600.9452	398	104	0.0000	1.1102e-16
ERR346600.9451	401	101	0.1485	1.1102e-16
ERR346600.9453	398	104	0.0000	1.1102e-16
ERR346600.9454	386	116	0.0000	1.1102e-16
ERR346600.9458	410	92	0.0326	1.1102e-16
ERR346600.9456	389	113	0.0088	1.1102e-16
ERR346600.9459	398	104	0.0000	1.1102e-16
ERR346600.9457	410	92	0.0217	1.1102e-16
ERR346600.9455	398	104	0.0096	1.1102e-16
ERR346600.9461	398	104	0.0000	1.1102e-16
ERR346600.9462	407	95	0.0105	1.1102e-16
ERR346600.9460	404	98	0.0000	1.1102e-16
ERR346600.9463	386	116	0.0000	1.1102e-16
ERR346600.9466	398	104	0.0000	1.1102e-16
ERR346600.9467	395	107	0.0000	1.1102e-16
ERR346600.9465	395	107	0.0374	1.1102e-16
ERR346600.9464	401	101	0.0000	1.1102e-16
ERR346600.9469	395	107	0.0093	1.1102e-16
ERR346600.9468	401	101	0.0000	1.1102e-16
ERR346600.9472	392	110	0.0000	1.1102e-16
ERR346600.9471	392	110	0.0000	1.1102e-16
ERR346600.9470	389	113	0.0000	1.1102e-16
ERR346600.9474	408	94	0.4787	1.0335e-08
ERR346600.9475	389	113	0.0000	1.1102e-16
ERR346600.9473	407	95	0.1368	1.1102e-16
ERR346600.9477	336	166	0.5783	7.1310e-07
ERR346600.9476	395	107	0.0000	1.1102e-16
ERR346600.9480	396	106	0.0189	1.1102e-16
ERR346600.9481	401	101	0.0198	1.1102e-16
ERR346600.9478	398	104	0.0000	1.1102e-16
ERR346600.9479	386	116	0.0000	1.1102e-16
ERR346600.9483	395	107	0.0000	1.1102e-16
ERR346600.9482	392	110	0.0091	1.1102e-16
ERR346600.9486	395	107	0.0000	1.1102e-16
ERR346600.9485	398	104	0.0000	1.1102e-16
ERR346600.9484	389	113	0.0000	1.1102e-16
ERR346600.9488	395	107	0.0000	1.1102e-16
ERR346600.9487	395	107	0.0654	1.1102e-16
ERR346600.9491	398	104	0.0000	1.1102e-16
ERR346600.9489	401	101	0.0198	1.1102e-16
ERR346600.9490	389	113	0.0619	1.1102e-16
ERR346600.9492	401	101	0.0000	1.1102e-16
ERR346600.9493	395	107	0.0000	1.1102e-16
ERR346600.9495	398	104	0.0192	1.1102e-16
ERR346600.9496	398	104	0.0192	1.1102e-16
ERR346600.9497	398	104	0.0000	1.1102e-16
ERR346600.9494	398	104	0.0096	1.1102e-16
ERR346600.9498	404	98	0.0306	1.1102e-16
ERR346600.9502	392	110	0.0091	1.1102e-16
ERR346600.9499	410	92	0.0217	1.1102e-16
ERR346600.9500	386	116	0.0259	1.1102e-16
ERR346600.9501	404	98	0.0204	1.1102e-16
ERR346600.9503	404	98	0.0000	1.1102e-16
ERR346600.9504	392	110	0.0091	1.1102e-16
ERR346600.9505	386	116	0.0000	1.1102e-16
ERR346600.9507	389	113	0.0000	1.1102e-16
ERR346600.9508	398	104	0.0288	1.1102e-16
ERR346600.9506	404	98	0.0000	1.1102e-16
ERR346600.9511	398	104	0.0000	1.1102e-16
ERR346600.9509	401	101	0.0000	1.1102e-16
ERR346600.9510	407	95	0.0000	1.1102e-16
ERR346600.9512	395	107	0.0000	1.1102e-16
ERR346600.9513	392	110	0.0000	1.1102e-16
ERR346600.9514	404	98	0.0000	1.1102e-16
ERR346600.9516	398	104	0.0000	1.1102e-16
ERR346600.9517	410	92	0.0217	1.1102e-16
ERR346600.9519	392	110	0.0000	1.1102e-16
ERR346600.9520	386	116	0.0000	1.1102e-16
ERR346600.9518	386	116	0.0000	1.1102e-16
ERR346600.9521	401	101	0.0198	1.1102e-16
ERR346600.9515	308	194	0.1289	1.1102e-16
ERR346600.9522	392	110	0.0000	1.1102e-16
ERR346600.9523	389	113	0.0973	1.1102e-16
ERR346600.9524	398	104	0.0000	1.1102e-16
ERR346600.9525	395	107	0.0467	1.1102e-16
ERR346600.9527	401	101	0.0000	1.1102e-16
ERR346600.9529	401	101	0.0000	1.1102e-16
ERR346600.9526	407	95	0.0000	1.1102e-16
ERR346600.9528	392	110	0.0000	1.1102e-16
ERR346600.9531	392	110	0.0364	1.1102e-16
ERR346600.9530	392	110	0.0182	1.1102e-16
ERR346600.9534	395	107	0.0000	1.1102e-16
ERR346600.9533	343	159	0.6289	3.6769e-04
ERR346600.9532	389	113	0.0000	1.1102e-16
ERR346600.9537	413	89	0.0899	1.1102e-16
ERR346600.9538	407	95	0.0000	1.1102e-16
ERR346600.9535	395	107	0.0000	1.1102e-16
ERR346600.9536	395	107	0.0000	1.1102e-16
ERR346600.9539	398	104	0.0962	1.1102e-16
ERR346600.9540	388	114	0.1053	1.1102e-16
ERR346600.9544	392	110	0.0000	1.1102e-16
ERR346600.9543	401	101	0.0099	1.1102e-16
ERR346600.9545	407	95	0.0000	1.1102e-16
ERR346600.9546	383	119	0.0000	1.1102e-16
ERR346600.9542	401	101	0.0000	1.1102e-16
ERR346600.9541	401	101	0.0000	1.1102e-16
ERR346600.9548	392	110	0.0091	1.1102e-16
ERR346600.9547	401	101	0.0396	1.1102e-16
ERR346600.9549	354	148	0.6419	1.7436e-03
ERR346600.9551	395	107	0.0093	1.1102e-16
ERR346600.9550	398	104	0.0000	1.1102e-16
ERR346600.9553	392	110	0.0000	1.1102e-16
ERR346600.9554	398	104	0.0000	1.1102e-16
ERR346600.9552	392	110	0.0000	1.1102e-16
ERR346600.9556	398	104	0.0000	1.1102e-16
ERR346600.9555	386	116	0.0000	1.1102e-16
ERR346600.9557	300	202	0.2871	1.1102e-16
ERR346600.9559	397	105	0.0000	1.1102e-16
ERR346600.9558	404	98	0.1327	1.1102e-16
ERR346600.9560	392	110	0.0091	1.1102e-16
ERR346600.9561	398	104	0.0000	1.1102e-16
ERR346600.9563	410	92	0.0109	1.1102e-16
ERR346600.9562	389	113	0.0000	1.1102e-16
ERR346600.9565	392	110	0.0000	1.1102e-16
ERR346600.9567	410	92	0.0000	1.1102e-16
ERR346600.9564	293	209	0.0239	1.1102e-16
ERR346600.9568	407	95	0.0105	1.1102e-16
ERR346600.9569	408	94	0.0106	1.1102e-16
ERR346600.9566	392	110	0.0000	1.1102e-16
ERR346600.9570	402	100	0.0000	1.1102e-16
ERR346600.9572	397	105	0.4476	2.4581e-11
ERR346600.9571	383	119	0.0000	1.1102e-16
ERR346600.9573	398	104	0.0000	1.1102e-16
ERR346600.9574	407	95	0.0105	1.1102e-16
ERR346600.9576	392	110	0.0000	1.1102e-16
ERR346600.9575	404	98	0.0000	1.1102e-16
ERR346600.9578	392	110	0.0091	1.1102e-16
ERR346600.9577	257	245	0.6612	9.4804e-04
ERR346600.9580	395	107	0.0000	1.1102e-16
ERR346600.9579	389	113	0.0088	1.1102e-16
ERR346600.9581	398	104	0.0096	1.1102e-16
ERR346600.9582	407	95	0.0211	1.1102e-16
ERR346600.9586	398	104	0.0000	1.1102e-16
ERR346600.9583	401	101	0.0000	1.1102e-16
ERR346600.9585	389	113	0.0000	1.1102e-16
ERR346600.9584	395	107	0.0093	1.1102e-16
ERR346600.9587	400	102	0.0000	1.1102e-16
ERR346600.9589	389	113	0.0000	1.1102e-16
ERR346600.9588	395	107	0.0374	1.1102e-16
ERR346600.9591	395	107	0.0000	1.1102e-16
ERR346600.9592	407	95	0.0105	1.1102e-16
ERR346600.9590	395	107	0.0093	1.1102e-16
ERR346600.9595	398	104	0.0000	1.1102e-16
ERR346600.9594	395	107	0.0000	1.1102e-16
ERR346600.9596	410	92	0.0109	1.1102e-16
ERR346600.9597	413	89	0.0225	1.1102e-16
ERR346600.9593	386	116	0.0086	1.1102e-16
ERR346600.9600	404	98	0.0000	1.1102e-16
ERR346600.9598	386	116	0.0000	1.1102e-16
ERR346600.9599	398	104	0.0385	1.1102e-16
ERR346600.9601	404	98	0.0000	1.1102e-16
ERR346600.9602	401	101	0.0099	1.1102e-16
ERR346600.9604	404	98	0.0000	1.1102e-16
ERR346600.9603	389	113	0.0000	1.1102e-16
ERR346600.9605	392	110	0.0091	1.1102e-16
ERR346600.9608	398	104	0.0000	1.1102e-16
ERR346600.9607	398	104	0.1250	1.1102e-16
ERR346600.9606	401	101	0.0000	1.1102e-16
ERR346600.9610	395	107	0.1028	1.1102e-16
ERR346600.9609	407	95	0.0000	1.1102e-16
ERR346600.9611	401	101	0.0000	1.1102e-16
ERR346600.9612	404	98	0.0102	1.1102e-16
ERR346600.9613	386	116	0.0345	1.1102e-16
ERR346600.9615	389	113	0.0000	1.1102e-16
ERR346600.9616	389	113	0.0088	1.1102e-16
ERR346600.9614	392	110	0.0000	1.1102e-16
ERR346600.9617	395	107	0.0467	1.1102e-16
ERR346600.9619	398	104	0.0288	1.1102e-16
ERR346600.9618	392	110	0.0000	1.1102e-16
ERR346600.9620	404	98	0.0102	1.1102e-16
ERR346600.9622	395	107	0.0000	1.1102e-16
ERR346600.9621	410	92	0.0435	1.1102e-16
ERR346600.9623	408	94	0.0213	1.1102e-16
ERR346600.9624	410	92	0.0326	1.1102e-16
ERR346600.9628	386	116	0.0603	1.1102e-16
ERR346600.9627	395	107	0.0000	1.1102e-16
ERR346600.9625	386	116	0.0086	1.1102e-16
ERR346600.9626	401	101	0.0000	1.1102e-16
ERR346600.9630	392	110	0.0182	1.1102e-16
ERR346600.9629	330	172	0.0000	1.1102e-16
ERR346600.9633	395	107	0.0187	1.1102e-16
ERR346600.9631	404	98	0.0000	1.1102e-16
ERR346600.9632	398	104	0.0000	1.1102e-16
ERR346600.9634	392	110	0.1455	1.1102e-16
ERR346600.9637	398	104	0.0096	1.1102e-16
ERR346600.9635	395	107	0.0093	1.1102e-16
ERR346600.9639	410	92	0.0000	1.1102e-16
ERR346600.9638	383	119	0.0000	1.1102e-16
ERR346600.9636	395	107	0.0093	1.1102e-16
ERR346600.9640	395	107	0.0000	1.1102e-16
ERR346600.9644	386	116	0.0000	1.1102e-16
ERR346600.9641	389	113	0.0177	1.1102e-16
ERR346600.9642	397	105	0.0476	1.1102e-16
ERR346600.9643	401	101	0.0495	1.1102e-16
ERR346600.9646	383	119	0.0924	1.1102e-16
ERR346600.9645	401	101	0.2673	1.1102e-16
ERR346600.9647	392	110	0.0000	1.1102e-16
ERR346600.9648	407	95	0.0000	1.1102e-16
ERR346600.9649	386	116	0.0086	1.1102e-16
ERR346600.9650	399	103	0.0000	1.1102e-16
ERR346600.9652	389	113	0.0000	1.1102e-16
ERR346600.9654	398	104	0.0000	1.1102e-16
ERR346600.9655	404	98	0.0306	1.1102e-16
ERR346600.9653	398	104	0.0096	1.1102e-16
ERR346600.9651	392	110	0.0000	1.1102e-16
ERR346600.9658	413	89	0.0337	1.1102e-16
ERR346600.9656	398	104	0.0000	1.1102e-16
ERR346600.9659	395	107	0.0000	1.1102e-16
ERR346600.9657	385	117	0.0000	1.1102e-16
ERR346600.9662	407	95	0.1684	1.1102e-16
ERR346600.9663	398	104	0.0000	1.1102e-16
ERR346600.9661	410	92	0.0109	1.1102e-16
ERR346600.9660	402	100	0.0000	1.1102e-16
ERR346600.9664	407	95	0.0000	1.1102e-16
ERR346600.9666	401	101	0.0000	1.1102e-16
ERR346600.9668	392	110	0.0091	1.1102e-16
ERR346600.9669	404	98	0.0102	1.1102e-16
ERR346600.9665	398	104	0.0673	1.1102e-16
ERR346600.9670	398	104	0.0192	1.1102e-16
ERR346600.9671	488	14	0.7143	3.6856e-01
ERR346600.9667	398	104	0.0000	1.1102e-16
ERR346600.9672	392	110	0.0000	1.1102e-16
ERR346600.9673	398	104	0.0096	1.1102e-16
ERR346600.9675	395	107	0.0280	1.1102e-16
ERR346600.9674	398	104	0.0000	1.1102e-16
ERR346600.9677	386	116	0.0000	1.1102e-16
ERR346600.9676	395	107	0.0000	1.1102e-16
ERR346600.9680	395	107	0.0000	1.1102e-16
ERR346600.9681	399	103	0.0000	1.1102e-16
ERR346600.9679	392	110	0.0000	1.1102e-16
ERR346600.9678	395	107	0.0000	1.1102e-16
ERR346600.9682	392	110	0.0091	1.1102e-16
ERR346600.9683	335	167	0.0000	1.1102e-16
ERR346600.9686	389	113	0.0000	1.1102e-16
ERR346600.9685	389	113	0.0000	1.1102e-16
ERR346600.9684	392	110	0.0000	1.1102e-16
ERR346600.9687	395	107	0.0000	1.1102e-16
ERR346600.9688	398	104	0.0000	1.1102e-16
ERR346600.9689	395	107	0.0280	1.1102e-16
ERR346600.9691	395	107	0.0000	1.1102e-16
ERR346600.9692	401	101	0.0000	1.1102e-16
ERR346600.9690	398	104	0.0000	1.1102e-16
ERR346600.9694	395	107	0.0000	1.1102e-16
ERR346600.9693	397	105	0.0000	1.1102e-16
ERR346600.9695	397	105	0.0000	1.1102e-16
ERR346600.9697	395	107	0.0000	1.1102e-16
ERR346600.9696	386	116	0.0000	1.1102e-16
ERR346600.9699	395	107	0.0000	1.1102e-16
ERR346600.9701	404	98	0.0306	1.1102e-16
ERR346600.9698	404	98	0.0000	1.1102e-16
ERR346600.9703	407	95	0.0211	1.1102e-16
ERR346600.9702	404	98	0.0000	1.1102e-16
ERR346600.9700	398	104	0.0192	1.1102e-16
ERR346600.9705	404	98	0.0000	1.1102e-16
ERR346600.9704	392	110	0.0000	1.1102e-16
ERR346600.9706	401	101	0.0099	1.1102e-16
ERR346600.9707	386	116	0.0086	1.1102e-16
ERR346600.9708	395	107	0.0000	1.1102e-16
ERR346600.9710	398	104	0.0000	1.1102e-16
ERR346600.9709	410	92	0.0000	1.1102e-16
ERR346600.9711	395	107	0.0093	1.1102e-16
ERR346600.9712	398	104	0.0000	1.1102e-16
ERR346600.9713	395	107	0.0000	1.1102e-16
ERR346600.9716	410	92	0.0109	1.1102e-16
ERR346600.9715	395	107	0.0093	1.1102e-16
ERR346600.9714	392	110	0.0273	1.1102e-16
ERR346600.9718	383	119	0.0168	1.1102e-16
ERR346600.9717	398	104	0.0000	1.1102e-16
ERR346600.9719	398	104	0.0000	1.1102e-16
ERR346600.9720	407	95	0.0000	1.1102e-16
ERR346600.9721	413	89	0.3258	9.0926e-17
ERR346600.9723	392	110	0.0727	1.1102e-16
ERR346600.9722	392	110	0.0000	1.1102e-16
ERR346600.9724	410	92	0.0435	1.1102e-16
ERR346600.9725	383	119	0.0168	1.1102e-16
ERR346600.9726	395	107	0.0093	1.1102e-16
ERR346600.9728	395	107	0.0000	1.1102e-16
ERR346600.9727	389	113	0.0088	1.1102e-16
ERR346600.9729	368	134	0.0000	1.1102e-16
ERR346600.9731	401	101	0.0000	1.1102e-16
ERR346600.9730	407	95	0.0000	1.1102e-16
ERR346600.9734	354	148	0.0000	1.1102e-16
ERR346600.9732	398	104	0.0000	1.1102e-16
ERR346600.9736	395	107	0.0000	1.1102e-16
ERR346600.9733	404	98	0.0000	1.1102e-16
ERR346600.9735	401	101	0.0000	1.1102e-16
ERR346600.9738	398	104	0.0000	1.1102e-16
ERR346600.9737	401	101	0.0000	1.1102e-16
ERR346600.9741	395	107	0.0000	1.1102e-16
ERR346600.9739	398	104	0.0096	1.1102e-16
ERR346600.9740	404	98	0.0102	1.1102e-16
ERR346600.9744	401	101	0.0000	1.1102e-16
ERR346600.9742	389	113	0.0000	1.1102e-16
ERR346600.9743	392	110	0.0091	1.1102e-16
ERR346600.9745	395	107	0.0841	1.1102e-16
ERR346600.9746	392	110	0.0182	1.1102e-16
ERR346600.9747	422	80	0.0375	1.1102e-16
ERR346600.9748	395	107	0.0000	1.1102e-16
ERR346600.9749	401	101	0.0000	1.1102e-16
ERR346600.9750	400	102	0.0000	1.1102e-16
ERR346600.9752	386	116	0.3103	1.1102e-16
ERR346600.9751	383	119	0.0000	1.1102e-16
ERR346600.9753	395	107	0.0000	1.1102e-16
ERR346600.9754	398	104	0.0096	1.1102e-16
ERR346600.9755	392	110	0.0091	1.1102e-16
ERR346600.9757	419	83	0.2410	1.1102e-16
ERR346600.9756	398	104	0.0096	1.1102e-16
ERR346600.9759	386	116	0.0000	1.1102e-16
ERR346600.9758	398	104	0.0000	1.1102e-16
ERR346600.9761	389	113	0.0000	1.1102e-16
ERR346600.9760	388	114	0.0000	1.1102e-16
ERR346600.9762	404	98	0.0000	1.1102e-16
ERR346600.9763	392	110	0.0000	1.1102e-16
ERR346600.9764	392	110	0.0000	1.1102e-16
ERR346600.9765	389	113	0.0088	1.1102e-16
ERR346600.9768	392	110	0.0000	1.1102e-16
ERR346600.9769	392	110	0.3818	1.8507e-16
ERR346600.9766	395	107	0.0000	1.1102e-16
ERR346600.9767	404	98	0.0204	1.1102e-16
ERR346600.9770	410	92	0.0000	1.1102e-16
ERR346600.9773	407	95	0.0105	1.1102e-16
ERR346600.9772	398	104	0.0000	1.1102e-16
ERR346600.9771	395	107	0.0654	1.1102e-16
ERR346600.9774	401	101	0.0000	1.1102e-16
ERR346600.9777	389	113	0.0088	1.1102e-16
ERR346600.9775	401	101	0.0000	1.1102e-16
ERR346600.9776	398	104	0.0000	1.1102e-16
ERR346600.9778	401	101	0.0198	1.1102e-16
ERR346600.9779	413	89	0.0000	1.1102e-16
ERR346600.9781	398	104	0.0192	1.1102e-16
ERR346600.9780	269	233	0.0043	1.1102e-16
ERR346600.9782	398	104	0.0000	1.1102e-16
ERR346600.9784	401	101	0.0099	1.1102e-16
ERR346600.9783	389	113	0.0000	1.1102e-16
ERR346600.9785	392	110	0.0000	1.1102e-16
ERR346600.9786	398	104	0.0096	1.1102e-16
ERR346600.9788	401	101	0.4356	1.1162e-11
ERR346600.9787	404	98	0.0612	1.1102e-16
ERR346600.9789	401	101	0.0000	1.1102e-16
ERR346600.9790	392	110	0.0091	1.1102e-16
ERR346600.9793	414	88	0.0000	1.1102e-16
ERR346600.9792	401	101	0.0000	1.1102e-16
ERR346600.9791	392	110	0.0091	1.1102e-16
ERR346600.9794	401	101	0.0099	1.1102e-16
ERR346600.9796	401	101	0.0000	1.1102e-16
ERR346600.9795	391	111	0.0000	1.1102e-16
ERR346600.9797	389	113	0.0088	1.1102e-16
ERR346600.9798	404	98	0.0000	1.1102e-16
ERR346600.9801	401	101	0.0000	1.1102e-16
ERR346600.9800	398	104	0.0096	1.1102e-16
ERR346600.9799	392	110	0.0000	1.1102e-16
ERR346600.9802	395	107	0.0000	1.1102e-16
ERR346600.9805	410	92	0.0000	1.1102e-16
ERR346600.9803	410	92	0.0217	1.1102e-16
ERR346600.9806	398	104	0.0385	1.1102e-16
ERR346600.9804	392	110	0.0000	1.1102e-16
ERR346600.9808	401	101	0.0396	1.1102e-16
ERR346600.9807	395	107	0.0000	1.1102e-16
ERR346600.9810	395	107	0.0000	1.1102e-16
ERR346600.9809	341	161	0.0248	1.1102e-16
ERR346600.9811	392	110	0.0818	1.1102e-16
ERR346600.9812	392	110	0.0000	1.1102e-16
ERR346600.9814	392	110	0.0182	1.1102e-16
ERR346600.9813	395	107	0.0000	1.1102e-16
ERR346600.9816	401	101	0.0000	1.1102e-16
ERR346600.9815	389	113	0.0000	1.1102e-16
ERR346600.9818	395	107	0.0000	1.1102e-16
ERR346600.9819	398	104	0.3173	1.1101e-16
ERR346600.9817	395	107	0.0000	1.1102e-16
ERR346600.9821	398	104	0.0000	1.1102e-16
ERR346600.9820	386	116	0.0000	1.1102e-16
ERR346600.9822	398	104	0.0000	1.1102e-16
ERR346600.9823	395	107	0.0000	1.1102e-16
ERR346600.9824	401	101	0.0495	1.1102e-16
ERR346600.9827	395	107	0.0187	1.1102e-16
ERR346600.9828	389	113	0.0885	1.1102e-16
ERR346600.9825	391	111	0.0000	1.1102e-16
ERR346600.9826	395	107	0.0000	1.1102e-16
ERR346600.9829	389	113	0.0354	1.1102e-16
ERR346600.9830	402	100	0.0000	1.1102e-16
ERR346600.9831	392	110	0.0000	1.1102e-16
ERR346600.9834	392	110	0.0000	1.1102e-16
ERR346600.9833	410	92	0.0109	1.1102e-16
ERR346600.9832	401	101	0.0000	1.1102e-16
ERR346600.9836	398	104	0.0000	1.1102e-16
ERR346600.9837	413	89	0.0000	1.1102e-16
ERR346600.9835	251	251	0.2470	1.1102e-16
ERR346600.9838	395	107	0.0000	1.1102e-16
ERR346600.9839	389	113	0.0000	1.1102e-16
ERR346600.9841	395	107	0.0000	1.1102e-16
ERR346600.9842	401	101	0.0198	1.1102e-16
ERR346600.9843	398	104	0.0000	1.1102e-16
ERR346600.9840	401	101	0.0000	1.1102e-16
ERR346600.9845	398	104	0.0096	1.1102e-16
ERR346600.9844	369	133	0.0075	1.1102e-16
ERR346600.9847	401	101	0.0297	1.1102e-16
ERR346600.9848	392	110	0.0091	1.1102e-16
ERR346600.9846	401	101	0.0000	1.1102e-16
ERR346600.9849	410	92	0.0109	1.1102e-16
ERR346600.9850	401	101	0.3564	7.5152e-17
ERR346600.9851	395	107	0.0000	1.1102e-16
ERR346600.9852	392	110	0.0091	1.1102e-16
ERR346600.9854	395	107	0.0000	1.1102e-16
ERR346600.9855	383	119	0.0084	1.1102e-16
ERR346600.9856	392	110	0.0000	1.1102e-16
ERR346600.9857	389	113	0.0000	1.1102e-16
ERR346600.9858	398	104	0.0000	1.1102e-16
ERR346600.9853	398	104	0.0000	1.1102e-16
ERR346600.9860	389	113	0.0088	1.1102e-16
ERR346600.9859	395	107	0.0000	1.1102e-16
ERR346600.9861	404	98	0.0102	1.1102e-16
ERR346600.9863	401	101	0.0000	1.1102e-16
ERR346600.9864	389	113	0.0088	1.1102e-16
ERR346600.9862	392	110	0.0182	1.1102e-16
ERR346600.9866	395	107	0.1589	1.1102e-16
ERR346600.9865	401	101	0.0000	1.1102e-16
ERR346600.9867	395	107	0.0000	1.1102e-16
ERR346600.9868	398	104	0.0000	1.1102e-16
ERR346600.9869	394	108	0.0000	1.1102e-16
ERR346600.9870	395	107	0.0000	1.1102e-16
ERR346600.9871	410	92	0.0109	1.1102e-16
ERR346600.9872	396	106	0.0283	1.1102e-16
ERR346600.9873	389	113	0.0088	1.1102e-16
ERR346600.9875	392	110	0.0182	1.1102e-16
ERR346600.9874	395	107	0.0000	1.1102e-16
ERR346600.9878	389	113	0.0000	1.1102e-16
ERR346600.9876	410	92	0.0109	1.1102e-16
ERR346600.9877	398	104	0.0000	1.1102e-16
ERR346600.9881	392	110	0.0000	1.1102e-16
ERR346600.9880	398	104	0.0000	1.1102e-16
ERR346600.9879	395	107	0.0000	1.1102e-16
ERR346600.9883	386	116	0.0172	1.1102e-16
ERR346600.9884	410	92	0.0000	1.1102e-16
ERR346600.9882	398	104	0.0000	1.1102e-16
ERR346600.9887	395	107	0.0000	1.1102e-16
ERR346600.9886	392	110	0.0000	1.1102e-16
ERR346600.9885	392	110	0.0000	1.1102e-16
ERR346600.9888	392	110	0.0091	1.1102e-16
ERR346600.9889	401	101	0.0000	1.1102e-16
ERR346600.9891	404	98	0.0204	1.1102e-16
ERR346600.9890	398	104	0.0096	1.1102e-16
ERR346600.9893	401	101	0.0099	1.1102e-16
ERR346600.9892	401	101	0.0000	1.1102e-16
ERR346600.9894	413	89	0.0000	1.1102e-16
ERR346600.9895	389	113	0.0000	1.1102e-16
ERR346600.9897	395	107	0.0093	1.1102e-16
ERR346600.9896	398	104	0.0096	1.1102e-16
ERR346600.9899	395	107	0.0000	1.1102e-16
ERR346600.9902	398	104	0.0000	1.1102e-16
ERR346600.9901	401	101	0.0198	1.1102e-16
ERR346600.9898	395	107	0.0748	1.1102e-16
ERR346600.9900	395	107	0.0000	1.1102e-16
ERR346600.9904	404	98	0.0102	1.1102e-16
ERR346600.9903	401	101	0.0099	1.1102e-16
ERR346600.9907	389	113	0.0088	1.1102e-16
ERR346600.9908	398	104	0.0096	1.1102e-16
ERR346600.9905	392	110	0.0091	1.1102e-16
ERR346600.9906	386	116	0.0000	1.1102e-16
ERR346600.9910	394	108	0.0000	1.1102e-16
ERR346600.9909	386	116	0.0000	1.1102e-16
ERR346600.9913	404	98	0.0000	1.1102e-16
ERR346600.9911	386	116	0.0000	1.1102e-16
ERR346600.9914	404	98	0.0204	1.1102e-16
ERR346600.9912	401	101	0.0099	1.1102e-16
ERR346600.9915	389	113	0.0088	1.1102e-16
ERR346600.9917	389	113	0.0088	1.1102e-16
ERR346600.9919	395	107	0.0000	1.1102e-16
ERR346600.9916	404	98	0.0102	1.1102e-16
ERR346600.9920	386	116	0.0086	1.1102e-16
ERR346600.9918	401	101	0.0000	1.1102e-16
ERR346600.9921	407	95	0.0105	1.1102e-16
ERR346600.9922	404	98	0.2551	1.1102e-16
ERR346600.9925	383	119	0.0000	1.1102e-16
ERR346600.9923	398	104	0.0000	1.1102e-16
ERR346600.9927	380	122	0.0000	1.1102e-16
ERR346600.9924	403	99	0.0000	1.1102e-16
ERR346600.9928	392	110	0.0000	1.1102e-16
ERR346600.9929	398	104	0.0000	1.1102e-16
ERR346600.9926	386	116	0.0000	1.1102e-16
ERR346600.9930	401	101	0.0000	1.1102e-16
ERR346600.9931	392	110	0.3455	1.1082e-16
ERR346600.9932	395	107	0.0000	1.1102e-16
ERR346600.9934	395	107	0.0000	1.1102e-16
ERR346600.9933	389	113	0.0088	1.1102e-16
ERR346600.9937	413	89	0.0000	1.1102e-16
ERR346600.9936	401	101	0.0000	1.1102e-16
ERR346600.9935	400	102	0.0000	1.1102e-16
ERR346600.9938	383	119	0.3697	1.1008e-16
ERR346600.9939	392	110	0.0000	1.1102e-16
ERR346600.9942	392	110	0.0000	1.1102e-16
ERR346600.9940	401	101	0.0693	1.1102e-16
ERR346600.9941	404	98	0.0612	1.1102e-16
ERR346600.9943	398	104	0.1058	1.1102e-16
ERR346600.9944	398	104	0.0096	1.1102e-16
ERR346600.9946	383	119	0.0000	1.1102e-16
ERR346600.9947	407	95	0.0421	1.1102e-16
ERR346600.9949	392	110	0.0000	1.1102e-16
